medcode,readcode,readterm,cat,score
22967,2BBF.00,Retinal abnormality - diabetes related,Diabetes with end-organ damage,2
35105,C104100,"Diabetes mellitus, adult onset, with renal manifestation",Diabetes with end-organ damage,2
35399,C107.00,Diabetes mellitus with peripheral circulatory disorder,Diabetes with end-organ damage,2
55075,C109411,Type II diabetes mellitus with ulcer,Diabetes with end-organ damage,2
13102,2BBW.00,O/E - right eye diabetic maculopathy,Diabetes with end-organ damage,2
101881,2BBr.00,Impaired vision due to diabetic retinopathy,Diabetes with end-organ damage,2
69748,C105000,"Diabetes mellitus, juvenile type, + ophthalmic manifestation",Diabetes with end-organ damage,2
5002,F372.11,Diabetic polyneuropathy,Diabetes with end-organ damage,2
93727,C10FE11,Type II diabetes mellitus with diabetic cataract,Diabetes with end-organ damage,2
85991,C10FM11,Type II diabetes mellitus with persistent microalbuminuria,Diabetes with end-organ damage,2
12640,C10FC00,Type 2 diabetes mellitus with nephropathy,Diabetes with end-organ damage,2
18496,C10F600,Type 2 diabetes mellitus with retinopathy,Diabetes with end-organ damage,2
61829,C108212,Type 1 diabetes mellitus with neurological complications,Diabetes with end-organ damage,2
13099,2BBR.00,O/E - right eye preproliferative diabetic retinopathy,Diabetes with end-organ damage,2
50225,C109011,Type II diabetes mellitus with renal complications,Diabetes with end-organ damage,2
99311,C10E111,Type I diabetes mellitus with ophthalmic complications,Diabetes with end-organ damage,2
52630,2BBo.00,O/E - sight threatening diabetic retinopathy,Diabetes with end-organ damage,2
44779,C109E12,Type 2 diabetes mellitus with diabetic cataract,Diabetes with end-organ damage,2
44982,C10FE00,Type 2 diabetes mellitus with diabetic cataract,Diabetes with end-organ damage,2
62352,C108H11,Type I diabetes mellitus with arthropathy,Diabetes with end-organ damage,2
52303,C109000,Non-insulin-dependent diabetes mellitus with renal comps,Diabetes with end-organ damage,2
39317,C106100,"Diabetes mellitus, adult onset, + neurological manifestation",Diabetes with end-organ damage,2
105302,K08yA00,Proteinuric diabetic nephropathy,Diabetes with end-organ damage,2
49655,C10F611,Type II diabetes mellitus with retinopathy,Diabetes with end-organ damage,2
43227,C10F311,Type II diabetes mellitus with multiple complications,Diabetes with end-organ damage,2
30323,C10EK00,Type 1 diabetes mellitus with persistent proteinuria,Diabetes with end-organ damage,2
102490,66Av.00,Diabetic assessment of erectile dysfunction,Diabetes with end-organ damage,2
64571,C109C11,Type II diabetes mellitus with nephropathy,Diabetes with end-organ damage,2
47328,2BBk.00,O/E - right eye stable treated prolif diabetic retinopathy,Diabetes with end-organ damage,2
6509,C108700,Insulin dependent diabetes mellitus with retinopathy,Diabetes with end-organ damage,2
57278,C10F011,Type II diabetes mellitus with renal complications,Diabetes with end-organ damage,2
201928,250 LG,DIABETIC GLOMERULOSCLEROSIS,Diabetes with end-organ damage,2
45276,C10E312,Insulin dependent diabetes mellitus with multiple complicat,Diabetes with end-organ damage,2
52283,C108200,Insulin-dependent diabetes mellitus with neurological comps,Diabetes with end-organ damage,2
61344,C108011,Type I diabetes mellitus with renal complications,Diabetes with end-organ damage,2
98616,C10F211,Type II diabetes mellitus with neurological complications,Diabetes with end-organ damage,2
41389,C105100,"Diabetes mellitus, adult onset, + ophthalmic manifestation",Diabetes with end-organ damage,2
46150,C109512,Type 2 diabetes mellitus with gangrene,Diabetes with end-organ damage,2
46290,C108y00,Other specified diabetes mellitus with multiple comps,Diabetes with end-organ damage,2
24571,F372200,Asymptomatic diabetic neuropathy,Diabetes with end-organ damage,2
42831,C10E200,Type 1 diabetes mellitus with neurological complications,Diabetes with end-organ damage,2
18390,C10FM00,Type 2 diabetes mellitus with persistent microalbuminuria,Diabetes with end-organ damage,2
93922,C104000,"Diabetes mellitus, juvenile type, with renal manifestation",Diabetes with end-organ damage,2
66965,C109H12,Type 2 diabetes mellitus with neuropathic arthropathy,Diabetes with end-organ damage,2
24693,C109G00,Non-insulin dependent diabetes mellitus with arthropathy,Diabetes with end-organ damage,2
47650,C10E300,Type 1 diabetes mellitus with multiple complications,Diabetes with end-organ damage,2
306133,250 N,DIABETIC NEPHROPATHY,Diabetes with end-organ damage,2
70448,C107000,"Diabetes mellitus, juvenile +peripheral circulatory disorder",Diabetes with end-organ damage,2
48078,F372000,Acute painful diabetic neuropathy,Diabetes with end-organ damage,2
65267,C10F300,Type 2 diabetes mellitus with multiple complications,Diabetes with end-organ damage,2
104323,C10F511,Type II diabetes mellitus with gangrene,Diabetes with end-organ damage,2
18662,8HBH.00,Diabetic retinopathy 6 month review,Diabetes with end-organ damage,2
38161,C108711,Type I diabetes mellitus with retinopathy,Diabetes with end-organ damage,2
109051,C10E612,Insulin dependent diabetes mellitus with gangrene,Diabetes with end-organ damage,2
35107,C104z00,Diabetes mellitus with nephropathy NOS,Diabetes with end-organ damage,2
59253,C10FG00,Type 2 diabetes mellitus with arthropathy,Diabetes with end-organ damage,2
39809,C108J00,Insulin dependent diab mell with neuropathic arthropathy,Diabetes with end-organ damage,2
41716,C108C00,Insulin dependent diabetes mellitus with polyneuropathy,Diabetes with end-organ damage,2
65463,F420800,High risk non proliferative diabetic retinopathy,Diabetes with end-organ damage,2
102112,C10E611,Type I diabetes mellitus with gangrene,Diabetes with end-organ damage,2
18056,2G5C.00,Foot abnormality - diabetes related,Diabetes with end-organ damage,2
68792,C10z000,"Diabetes mellitus, juvenile type, + unspecified complication",Diabetes with end-organ damage,2
108005,C109312,Type 2 diabetes mellitus with multiple complications,Diabetes with end-organ damage,2
1323,F420.00,Diabetic retinopathy,Diabetes with end-organ damage,2
11433,2BBP.00,O/E - right eye background diabetic retinopathy,Diabetes with end-organ damage,2
60699,C109F12,Type 2 diabetes mellitus with peripheral angiopathy,Diabetes with end-organ damage,2
37806,C10FF00,Type 2 diabetes mellitus with peripheral angiopathy,Diabetes with end-organ damage,2
22573,C106z00,Diabetes mellitus NOS with neurological manifestation,Diabetes with end-organ damage,2
102163,C10ED12,Insulin dependent diabetes mellitus with nephropathy,Diabetes with end-organ damage,2
26054,C10FL00,Type 2 diabetes mellitus with persistent proteinuria,Diabetes with end-organ damage,2
39420,F381300,Myasthenic syndrome due to diabetic amyotrophy,Diabetes with end-organ damage,2
56803,C107400,NIDDM with peripheral circulatory disorder,Diabetes with end-organ damage,2
95343,C10E711,Type I diabetes mellitus with retinopathy,Diabetes with end-organ damage,2
46301,C10EC00,Type 1 diabetes mellitus with polyneuropathy,Diabetes with end-organ damage,2
102946,C10E012,Insulin-dependent diabetes mellitus with renal complications,Diabetes with end-organ damage,2
102620,C10EL11,Type I diabetes mellitus with persistent microalbuminuria,Diabetes with end-organ damage,2
51957,C108511,Type I diabetes mellitus with ulcer,Diabetes with end-organ damage,2
62384,2G5V.00,O/E - right chronic diabetic foot ulcer,Diabetes with end-organ damage,2
45491,C10z.00,Diabetes mellitus with unspecified complication,Diabetes with end-organ damage,2
109197,C10FH11,Type II diabetes mellitus with neuropathic arthropathy,Diabetes with end-organ damage,2
58604,C109611,Type II diabetes mellitus with retinopathy,Diabetes with end-organ damage,2
17262,C109600,Non-insulin-dependent diabetes mellitus with retinopathy,Diabetes with end-organ damage,2
93878,C10E511,Type I diabetes mellitus with ulcer,Diabetes with end-organ damage,2
54899,C109F11,Type II diabetes mellitus with peripheral angiopathy,Diabetes with end-organ damage,2
10418,C10ED00,Type 1 diabetes mellitus with nephropathy,Diabetes with end-organ damage,2
35116,2G5L.00,O/E - Left diabetic foot - ulcerated,Diabetes with end-organ damage,2
32403,C107.11,Diabetes mellitus with gangrene,Diabetes with end-organ damage,2
54008,C10EJ00,Type 1 diabetes mellitus with neuropathic arthropathy,Diabetes with end-organ damage,2
44033,F345000,Diabetic mononeuritis multiplex,Diabetes with end-organ damage,2
59903,C106.11,Diabetic amyotrophy,Diabetes with end-organ damage,2
2340,F381311,Diabetic amyotrophy,Diabetes with end-organ damage,2
49146,C108211,Type I diabetes mellitus with neurological complications,Diabetes with end-organ damage,2
11599,7276.00,Pan retinal photocoagulation for diabetes,Diabetes with end-organ damage,2
60208,C108J11,Type I diabetes mellitus with neuropathic arthropathy,Diabetes with end-organ damage,2
100770,C10EF12,Insulin dependent diabetes mellitus with diabetic cataract,Diabetes with end-organ damage,2
22871,C10EP00,Type 1 diabetes mellitus with exudative maculopathy,Diabetes with end-organ damage,2
50527,C10FB11,Type II diabetes mellitus with polyneuropathy,Diabetes with end-organ damage,2
106360,K27y700,Erectile dysfunction due to diabetes mellitus,Diabetes with end-organ damage,2
60796,C10FL11,Type II diabetes mellitus with persistent proteinuria,Diabetes with end-organ damage,2
28331,7L0D111,Correction of Erb's palsy,Hemiplegia or paraplegia,2
104580,F2B0.00,Spastic quadriplegic cerebral palsy,Hemiplegia or paraplegia,2
49967,F23y300,Dyskinetic cerebral palsy,Hemiplegia or paraplegia,2
7035,8E54.00,Exercises for spasticity,Hemiplegia or paraplegia,2
61884,2992.00,O/E - gait spastic,Hemiplegia or paraplegia,2
9258,283..00,O/E - paralysis,Hemiplegia or paraplegia,2
71572,283Z.00,O/E - paralysis NOS,Hemiplegia or paraplegia,2
9271,F240.00,Quadriplegia,Hemiplegia or paraplegia,2
8933,F222.00,Left hemiplegia,Hemiplegia or paraplegia,2
104828,F23y100,Flaccid infantile cerebral palsy,Hemiplegia or paraplegia,2
92886,SJ24000,Closed injury cauda equina,Hemiplegia or paraplegia,2
71125,Q206y00,Other specified brachial plexus palsy due to birth trauma,Hemiplegia or paraplegia,2
37160,F230000,Congenital paraplegia,Hemiplegia or paraplegia,2
8492,F22z.00,Hemiplegia NOS,Hemiplegia or paraplegia,2
8282,2836.00,O/E - quadriplegia,Hemiplegia or paraplegia,2
103227,Q207.00,Other cranial or peripheral nerve palsy due to birth trauma,Hemiplegia or paraplegia,2
15277,F246.00,Cauda equina syndrome,Hemiplegia or paraplegia,2
8459,2992.11,O/E - spastic gait,Hemiplegia or paraplegia,2
42156,Q206111,Erb-Duchenne paralysis,Hemiplegia or paraplegia,2
22135,2833.00,O/E - hemiplegia,Hemiplegia or paraplegia,2
25570,F23y200,Spastic cerebral palsy,Hemiplegia or paraplegia,2
29657,R014000,[D]Transient monoplegia NOS,Hemiplegia or paraplegia,2
55593,F233.11,Congenital spastic foot,Hemiplegia or paraplegia,2
210999,344 BF,HEMIPLEGIA FLACCID,Hemiplegia or paraplegia,2
104654,F2Bz.00,Cerebral palsy NOS,Hemiplegia or paraplegia,2
5512,F230100,Cerebral palsy with spastic diplegia,Hemiplegia or paraplegia,2
53545,F246100,Cauda equina syndrome with cord bladder,Hemiplegia or paraplegia,2
105240,294E.00,Upper limb flaccidity,Hemiplegia or paraplegia,2
20122,F221.00,Spastic hemiplegia,Hemiplegia or paraplegia,2
15530,F23..11,Congenital spastic cerebral palsy,Hemiplegia or paraplegia,2
45795,F245.00,Monoplegia unspecified,Hemiplegia or paraplegia,2
28306,F23z.00,Congenital cerebral palsy NOS,Hemiplegia or paraplegia,2
50155,SJ24.00,Cauda equina injury without bony injury,Hemiplegia or paraplegia,2
104782,F2By.00,Other cerebral palsy,Hemiplegia or paraplegia,2
73943,F137.11,Athetoid cerebral palsy,Hemiplegia or paraplegia,2
35540,F240100,Spastic tetraplegia,Hemiplegia or paraplegia,2
34696,E201400,Hysterical paralysis,Hemiplegia or paraplegia,2
40328,Q206000,"Brachial palsy unspecified, due to birth trauma",Hemiplegia or paraplegia,2
104498,F2B..00,Cerebral palsy,Hemiplegia or paraplegia,2
7167,F24yz11,Specified palsy NEC,Hemiplegia or paraplegia,2
22866,N12C300,Lumbar disc prolapse with cauda equina compression,Hemiplegia or paraplegia,2
62279,7L0D114,L'Episcopo operation for obstetric palsy,Hemiplegia or paraplegia,2
52659,F23y400,Ataxic diplegic cerebral palsy,Hemiplegia or paraplegia,2
59494,N231011,Massive muscular calcification associated with paraplegia,Hemiplegia or paraplegia,2
107551,F23y600,Choreoathetoid cerebral palsy,Hemiplegia or paraplegia,2
40893,294A.00,Upper limb spasticity,Hemiplegia or paraplegia,2
4921,2834.00,O/E - monoplegia,Hemiplegia or paraplegia,2
45551,F230z00,Congenital diplegia NOS,Hemiplegia or paraplegia,2
27805,F342100,Tardy ulnar nerve palsy,Hemiplegia or paraplegia,2
31329,F393.00,Familial periodic paralysis,Hemiplegia or paraplegia,2
3293,F223.00,Right hemiplegia,Hemiplegia or paraplegia,2
229298,4360HP,HYPERTENSIVE HEMIPLEGIA,Hemiplegia or paraplegia,2
99040,F230.11,Paraplegia - congenital,Hemiplegia or paraplegia,2
22907,F242.00,Diplegia of upper limbs,Hemiplegia or paraplegia,2
3621,2837.00,O/E - diplegia,Hemiplegia or paraplegia,2
104775,F230111,Spastic diplegic cerebral palsy,Hemiplegia or paraplegia,2
35106,F221.11,Spastic foot,Hemiplegia or paraplegia,2
36133,2835.00,O/E - paraplegia,Hemiplegia or paraplegia,2
21249,F232.00,Congenital quadriplegia,Hemiplegia or paraplegia,2
33925,F233.00,Congenital monoplegia,Hemiplegia or paraplegia,2
29515,F36y000,Supranuclear paralysis,Hemiplegia or paraplegia,2
48561,E260000,Psychogenic paralysis,Hemiplegia or paraplegia,2
39085,F220.00,Flaccid hemiplegia,Hemiplegia or paraplegia,2
306295,344 BR,HEMIPLEGIA RIGHT,Hemiplegia or paraplegia,2
3063,F241.00,Paraplegia,Hemiplegia or paraplegia,2
57614,F246z00,Cauda equina syndrome NOS,Hemiplegia or paraplegia,2
16977,F137000,Athetoid cerebral palsy,Hemiplegia or paraplegia,2
42396,A941.11,General paralysis of insane,Hemiplegia or paraplegia,2
2019,F234.00,Infantile hemiplegia NOS,Hemiplegia or paraplegia,2
46528,F393.11,Familial hypokalaemic periodic paralysis,Hemiplegia or paraplegia,2
2640,F24z.00,Paralysis NOS,Hemiplegia or paraplegia,2
3608,R014.00,[D]Transient paralysis of a limb,Hemiplegia or paraplegia,2
16117,F240.11,Tetraplegia,Hemiplegia or paraplegia,2
2073,F343000,Acute radial nerve palsy,Hemiplegia or paraplegia,2
103777,294B.00,Worsening limb spasticity,Hemiplegia or paraplegia,2
18957,2949.00,Lower limb spasticity,Hemiplegia or paraplegia,2
107844,38Gw.00,Gross Motor Function Classification System Cerebral Palsy,Hemiplegia or paraplegia,2
21548,F23y000,Ataxic infantile cerebral palsy,Hemiplegia or paraplegia,2
94732,Q207z00,Cranial or peripheral nerve palsy due to birth trauma NOS,Hemiplegia or paraplegia,2
16033,F243.00,Monoplegia of lower limb,Hemiplegia or paraplegia,2
44908,1B33.00,Paralysis present,Hemiplegia or paraplegia,2
202046,344 SH,SPASTIC HEMIPLEGIA,Hemiplegia or paraplegia,2
5560,F23..12,Infantile cerebral palsy,Hemiplegia or paraplegia,2
36056,7L0D115,Sever operation for Erb's palsy,Hemiplegia or paraplegia,2
27377,F152200,Progressive bulbar palsy,Hemiplegia or paraplegia,2
49151,8E53.00,Exercises for paralysis,Hemiplegia or paraplegia,2
16956,G669.00,"Cerebral palsy, not congenital or infantile, acute",Hemiplegia or paraplegia,2
306294,344 BL,HEMIPLEGIA LEFT,Hemiplegia or paraplegia,2
12666,F23yz00,Other infantile cerebral palsy NOS,Hemiplegia or paraplegia,2
71911,Q206z00,Brachial plexus palsy due to birth trauma NOS,Hemiplegia or paraplegia,2
220200,4380HP,HEMIPLEGIA WITH HYPERTENSION,Hemiplegia or paraplegia,2
9375,F241100,Spastic paraplegia,Hemiplegia or paraplegia,2
48126,F232.11,Tetraplegia - congenital,Hemiplegia or paraplegia,2
18288,Q206112,Erb's palsy,Hemiplegia or paraplegia,2
230636,2835,O/E - paraplegia,Hemiplegia or paraplegia,2
105133,F2B1.00,Spastic hemiplegic cerebral palsy,Hemiplegia or paraplegia,2
53755,Fyu9.00,[X]Cerebral palsy and other paralytic syndromes,Hemiplegia or paraplegia,2
2069,F23..00,Congenital cerebral palsy,Hemiplegia or paraplegia,2
267273,2833,O/E - hemiplegia,Hemiplegia or paraplegia,2
23366,R012200,[D]Spastic gait,Hemiplegia or paraplegia,2
73788,S114500,Closed spinal fracture with cauda equina lesion,Hemiplegia or paraplegia,2
27966,F231.00,Congenital hemiplegia,Hemiplegia or paraplegia,2
303526,344 G,PARAPLEGIA,Hemiplegia or paraplegia,2
303524,344 B,PARALYSIS HEMIPLEGIA,Hemiplegia or paraplegia,2
46128,F240000,Flaccid tetraplegia,Hemiplegia or paraplegia,2
46175,F241000,Flaccid paraplegia,Hemiplegia or paraplegia,2
23632,F244.00,Monoplegia of upper limb,Hemiplegia or paraplegia,2
274857,343 PR,SPASTIC PARAPLEGIA,Hemiplegia or paraplegia,2
90520,Fyu9000,[X]Other infantile cerebral palsy,Hemiplegia or paraplegia,2
1749,F22..00,Hemiplegia,Hemiplegia or paraplegia,2
