medcode,readcode,readterm,cat,score,CC,TERMID,TERM60
67193,K032y00,Nephritis unsp+OS membranoprolif glomerulonephritis lesion,Renal disease,2,XE0de,Y31dR,Nephritis unsp+OS membranoprolif glomerulonephritis lesion
88494,9Ot3.00,Chronic kidney disease monitoring verbal invite,Renal disease,2,XaMFw,YapQC,Chronic kidney disease monitoring verbal invite
95572,1Z18.00,Chronic kidney disease stage 1 without proteinuria,Renal disease,2,XaO3q,Yaqrt,Chronic kidney disease stage 1 without proteinuria
73026,K0A3500,Chronic neph syn difus mesangiocapillary glomerulonephritis,Renal disease,2,K0A35,YMAmc,Chronic neph syn difus mesangiocapillary glomerulonephritis
94350,K032z00,Nephritis unsp+membranoprolif glomerulonephritis lesion NOS,Renal disease,2,K032z,Y31dQ,Nephritis unsp+membranoprolif glomerulonephritis lesion NOS
105811,SP08R00,Renal transplant rejection,Renal disease,2,X30MP,Y31lc,Renal transplant rejection
64030,Kyu5G00,"[X]Persistent proteinuria, unspecified",Renal disease,2,Kyu5G,YMAQU,"[X]Persistent proteinuria, unspecified"
52123,8882,Intestinal dialysis,Renal disease,2,8882,Y03c7,Intestinal dialysis
107719,7A61A00,Ligation of arteriovenous dialysis graft,Renal disease,2,XaOoH,YarKF,Ligation of arteriovenous dialysis graft
30735,6AA..00,Chronic kidney disease annual review,Renal disease,2,XaMGE,YapQX,Chronic kidney disease annual review
95175,1Z1E.00,Chronic kidney disease stage 3A without proteinuria,Renal disease,2,XaO3w,Yaqs5,Chronic kidney disease stage 3A without proteinuria
106860,C353600,Renal failure-associated hyperphosphataemia,Renal disease,2,X40RM,Y41ge,Renal failure-associated hyperphosphataemia
56987,K01A.00,"Nephrotic syndrome, dense deposit disease",Renal disease,2,K01A.,YMAmD,"Nephrotic syndrome, dense deposit disease"
86419,4N2..00,Dialysis fluid glucose level,Renal disease,2,XaJkg,Yampt,Dialysis fluid glucose level
104905,SP08D00,Acute-on-chronic rejection of renal transplant,Renal disease,2,X30Mb,Y31ly,Acute-on-chronic rejection of renal transplant
95405,1Z1L.00,Chronic kidney disease stage 5 without proteinuria,Renal disease,2,XaO42,YaqsH,Chronic kidney disease stage 5 without proteinuria
95178,1Z1F.00,Chronic kidney disease stage 3B with proteinuria,Renal disease,2,XaO3x,Yaqs7,Chronic kidney disease stage 3B with proteinuria
72336,Z919100,Priming haemodialysis lines,Renal disease,2,Ua1JG,YMFe6,Priming haemodialysis lines
56893,K0A3300,Chron neph syn difus mesangial prolifrtiv glomerulonephritis,Renal disease,2,K0A33,00I4K,Chron neph syn difus mesangial prolifrtiv glomerulonephritis
2999,K01..00,Nephrotic syndrome,Renal disease,2,K01..,Y31cq,Nephrotic syndrome
96133,7B00400,"Allotransplantation kidney from cadaver, heart non-beating",Renal disease,2,XaM1p,Yap9m,"Allotransplantation kidney from cadaver, heart non-beating"
96184,TA02000,"Accid cut,puncture,perf,h'ge - kidney dialysis",Renal disease,2,TA020,Y74tp,"Accid cut,puncture,perf,h'ge - kidney dialysis"
4668,G22..00,Hypertensive renal disease,Renal disease,2,XE0Uf,Y2011,Hypertensive renal disease
5379,PD23.00,Congenital hydronephrosis,Renal disease,2,PD23.,Y31mN,Congenital hydronephrosis
17365,K01B.00,"Nephrotic syndrome, diffuse crescentic glomerulonephritis",Renal disease,2,K01B.,YMAmE,"Nephrotic syndrome, diffuse crescentic glomerulonephritis"
101572,K0A4X00,"Isolated proteinuria, with oth specif morpholog changes",Renal disease,2,K0A4X,00I4Z,"Isolated proteinuria, with oth specif morpholog changes"
63038,ZV56z00,[V]Unspecified aftercare involving intermittent dialysis,Renal disease,2,ZV56z,Ya0lc,[V]Unspecified aftercare involving intermittent dialysis
63615,K02yz00,Other chronic glomerulonephritis NOS,Renal disease,2,K02yz,Y31e2,Other chronic glomerulonephritis NOS
41159,K0C1.00,Nephropathy induced by other drugs meds and biologl substncs,Renal disease,2,K0C1.,YMAn2,Nephropathy induced by other drugs meds and biologl substncs
106060,K105.00,Chronic infective interstitial nephritis,Renal disease,2,X30Hl,Y31cQ,Chronic infective interstitial nephritis
48639,SP01500,Mechanical complication of dialysis catheter,Renal disease,2,SP015,Y20SM,Mechanical complication of dialysis catheter
60302,7A60600,Creation of graft fistula for dialysis,Renal disease,2,XaLiH,Yaopp,Creation of graft fistula for dialysis
60446,Z919.00,Care of haemodialysis equipment,Renal disease,2,XaCIm,Yabyf,Care of haemodialysis equipment
60856,K0A2700,Recur+persist haematuria difus crescentic glomerulonephritis,Renal disease,2,K0A27,YMAnL,Recur+persist haematuria difus crescentic glomerulonephritis
105859,K0A8.00,Rapidly progressive glomerulonephritis,Renal disease,2,X30I8,Y31dX,Rapidly progressive glomerulonephritis
60128,K03V.00,"Unspecified nephritic syndrome, dense deposit disease",Renal disease,2,K03V.,00I1y,"Unspecified nephritic syndrome, dense deposit disease"
2994,7L1A100,Peritoneal dialysis,Renal disease,2,7L1A1,Y42A4,Peritoneal dialysis
27427,K01z.00,Nephrotic syndrome NOS,Renal disease,2,K01z.,Y31cs,Nephrotic syndrome NOS
59315,SP07G00,Stenosis of arteriovenous dialysis fistula,Renal disease,2,XaKyg,Yao4T,Stenosis of arteriovenous dialysis fistula
58671,K0A5300,Heredtry nephrpthy NEC difus mesangial prolif glomnephrit,Renal disease,2,K0A53,YMAms,Heredtry nephrpthy NEC difus mesangial prolif glomnephrit
71709,Kyu0900,"[X]Unsp nephrit synd, diff mesang prolif glomerulonephritis",Renal disease,2,Kyu09,YMAPe,"[X]Unsp nephrit synd, diff mesang prolif glomerulonephritis"
29634,K013.00,Nephrotic syndrome with minimal change glomerulonephritis,Renal disease,2,XE0dZ,Y31eA,Nephrotic syndrome with minimal change glomerulonephritis
16465,K190X00,"Persistent proteinuria, unspecified",Renal disease,2,K190X,00IAA,"Persistent proteinuria, unspecified"
20196,14V2.00,H/O: renal dialysis,Renal disease,2,14V2.,Ya07N,H/O: renal dialysis
45867,K035.00,Renal medullary necrosis unspecified,Renal disease,2,K035.,Y31gM,Renal medullary necrosis unspecified
30756,7L1A500,Continuous ambulatory peritoneal dialysis,Renal disease,2,X40c3,Y42A6,Continuous ambulatory peritoneal dialysis
60484,K0A2500,Recur+persist hmuria df mesangiocapilary glomerulonephritis,Renal disease,2,K0A25,YMAnJ,Recur+persist hmuria df mesangiocapilary glomerulonephritis
57568,K100100,Chronic pyelonephritis with medullary necrosis,Renal disease,2,K1001,Y31cl,Chronic pyelonephritis with medullary necrosis
55100,K00y300,Acute diffuse nephritis,Renal disease,2,K00y3,Y31df,Acute diffuse nephritis
109135,Gy30.00,Occlusion of dialysis arteriovenous graft,Renal disease,2,Xaa5h,Yavyw,Occlusion of dialysis arteriovenous graft
8919,K08..00,Impaired renal function disorder,Renal disease,2,K08..,Y31bd,Impaired renal function disorder
57168,K0A3200,Chron nephritic syndrom difuse membranous glomerulonephritis,Renal disease,2,K0A32,00I4J,Chron nephritic syndrom difuse membranous glomerulonephritis
36205,K0A5.00,Hereditary nephropathy not elsewhere classified,Renal disease,2,K0A5.,YMAmo,Hereditary nephropathy not elsewhere classified
65089,7L1Cz00,Placement other apparatus- compensate for renal failure NOS,Renal disease,2,7L1Cz,Y429q,Placement other apparatus- compensate for renal failure NOS
15097,K02z.00,Chronic glomerulonephritis NOS,Renal disease,2,K02z.,Y31e1,Chronic glomerulonephritis NOS
21947,K017.00,Nephrotic syn difus mesangial prolifertiv glomerulonephritis,Renal disease,2,K017.,YMAmA,Nephrotic syn difus mesangial prolifertiv glomerulonephritis
74905,Z1A2.00,Haemodialysis training,Renal disease,2,X71Fo,Y7513,Haemodialysis training
20129,K00z.00,Acute glomerulonephritis NOS,Renal disease,2,K00z.,Y31dc,Acute glomerulonephritis NOS
105151,K055.00,Chronic kidney disease stage 5,Renal disease,2,XaLHK,YaoLB,Chronic kidney disease stage 5
50893,K0C4.00,"Toxic nephropathy, not elsewhere classified",Renal disease,2,K0C4.,YMAmn,"Toxic nephropathy, not elsewhere classified"
101124,SP06B00,Continuous ambulatory peritoneal dialysis associated perit,Renal disease,2,XaREO,YatiY,Continuous ambulatory peritoneal dialysis associated perit
30709,7L1C000,Insertion of temporary peritoneal dialysis catheter,Renal disease,2,7L1C0,Y429n,Insertion of temporary peritoneal dialysis catheter
108213,Gy40.00,Infection of dialysis arteriovenous graft,Renal disease,2,Xaa6n,Yaw05,Infection of dialysis arteriovenous graft
60743,ZV56.00,[V]Aftercare involving intermittent dialysis,Renal disease,2,ZV56.,Ya0lW,[V]Aftercare involving intermittent dialysis
62868,K032300,Anaphylactoid glomerulonephritis,Renal disease,2,K0323,Y31bp,Anaphylactoid glomerulonephritis
107752,SP08T00,Urological complication of renal transplant,Renal disease,2,XaZWa,Yava0,Urological complication of renal transplant
46438,SP05613,[X] Peritoneal dialysis associated peritonitis,Renal disease,2,XaC2Z,YMIQl,[X] Peritoneal dialysis associated peritonitis
49642,K0A2300,Recur+persist haemuria df mesangial prolif glomerulnephritis,Renal disease,2,K0A23,YMAnH,Recur+persist haemuria df mesangial prolif glomerulnephritis
25055,K100300,Chronic pyonephrosis,Renal disease,2,K1003,Y31cd,Chronic pyonephrosis
50200,K0A1600,"Rapid progressive nephritic syndrome, dense deposit disease",Renal disease,2,K0A16,YMAmN,"Rapid progressive nephritic syndrome, dense deposit disease"
48111,K100z00,Chronic pyelonephritis NOS,Renal disease,2,K100z,Y31ck,Chronic pyelonephritis NOS
107188,G72D.00,Aneurysm of dialysis arteriovenous fistula,Renal disease,2,XaZcU,YavfZ,Aneurysm of dialysis arteriovenous fistula
105742,G72D200,Aneurysm of anastomotic site of dialysis AV fistula,Renal disease,2,XaZcd,Yavfi,Aneurysm of anastomotic site of dialysis AV fistula
63502,Z91A.00,Peritoneal dialysis bag procedure,Renal disease,2,Ua1IL,YMFdB,Peritoneal dialysis bag procedure
95422,9Ni9.00,Did not attend chronic kidney disease monitoring clinic,Renal disease,2,XaNCL,YaqEu,Did not attend chronic kidney disease monitoring clinic
4669,K02y200,Chronic focal glomerulonephritis,Renal disease,2,K02y2,Y31e4,Chronic focal glomerulonephritis
66062,K080300,Renal rickets,Renal disease,2,K0803,Y41fb,Renal rickets
107082,Gy31.00,Occlusion of dialysis arteriovenous fistula,Renal disease,2,Xaa5i,Yavyx,Occlusion of dialysis arteriovenous fistula
106975,Gy51.00,Haemorrhage of dialysis arteriovenous fistula,Renal disease,2,Xaa7I,Yaw0T,Haemorrhage of dialysis arteriovenous fistula
106866,SP08W00,Vascular complication of renal transplant,Renal disease,2,XaZYx,YavbZ,Vascular complication of renal transplant
109455,7B00500,Allotransplantation of kidney from cadaver NEC,Renal disease,2,XaMKM,YapW3,Allotransplantation of kidney from cadaver NEC
107183,67P4100,Discussion about kidney transplantation,Renal disease,2,XaZqF,Yavli,Discussion about kidney transplantation
5182,K03z.00,Unspecified glomerulonephritis NOS,Renal disease,2,K03z.,Y31by,Unspecified glomerulonephritis NOS
95179,1Z16.00,Chronic kidney disease stage 3B,Renal disease,2,XaNbo,Yaqcn,Chronic kidney disease stage 3B
97388,K032y15,Mixed membranous and proliferative glomerulonephritis NEC,Renal disease,2,X30I3,Y31dS,Mixed membranous and proliferative glomerulonephritis NEC
106058,C372400,Urate nephropathy,Renal disease,2,X30Ke,Y31jG,Urate nephropathy
58060,K0A1300,Rpd prog neph syn df mesangial prolifratv glomerulonephritis,Renal disease,2,K0A13,YMAmK,Rpd prog neph syn df mesangial prolifratv glomerulonephritis
99201,K01x200,Nephrotic syndrome in malaria,Renal disease,2,K01x2,Y31cw,Nephrotic syndrome in malaria
16008,K030.00,Proliferative nephritis unspecified,Renal disease,2,K030.,Y31bt,Proliferative nephritis unspecified
30310,K081.00,Nephrogenic diabetes insipidus,Renal disease,2,K081.,Y31hk,Nephrogenic diabetes insipidus
107900,SP0E.00,Disorders associated with peritoneal dialysis,Renal disease,2,X30M7,Y31lE,Disorders associated with peritoneal dialysis
60960,K02y.00,Other chronic glomerulonephritis,Renal disease,2,K02y.,Y31e5,Other chronic glomerulonephritis
49150,K0y..00,"Other specified nephritis, nephrosis or nephrotic syndrome",Renal disease,2,K0y..,Y31bx,"Other specified nephritis, nephrosis or nephrotic syndrome"
66136,K0A0100,"Acute nephritic syndrome, focal+segmental glomerular lesions",Renal disease,2,K0A01,YMAmQ,"Acute nephritic syndrome, focal+segmental glomerular lesions"
105760,G72C.00,Ruptured aneurysm of dialysis vascular access,Renal disease,2,XaZc8,YavfM,Ruptured aneurysm of dialysis vascular access
108699,Gy10.00,Stenosis of dialysis arteriovenous graft,Renal disease,2,Xaa5W,Yavyn,Stenosis of dialysis arteriovenous graft
108711,K000111,CGN - Crescentic glomerulonephritis,Renal disease,2,K0001,11I0Y,CGN - Crescentic glomerulonephritis
52088,ZV56100,[V]Preparatory care for dialysis,Renal disease,2,ZV561,YM9nF,[V]Preparatory care for dialysis
105723,K000100,Crescentic glomerulonephritis,Renal disease,2,X30IG,Y31dv,Crescentic glomerulonephritis
108816,K01x.00,Nephrotic syndrome in diseases EC,Renal disease,2,K01x.,Y31cx,Nephrotic syndrome in diseases EC
104960,SP08E00,Acute rejection of renal transplant - grade I,Renal disease,2,X30MU,Y31lj,Acute rejection of renal transplant - grade I
34648,K080100,Renal dwarfism,Renal disease,2,K0801,Y31bk,Renal dwarfism
94261,K00y100,Acute exudative nephritis,Renal disease,2,K00y1,Y31dh,Acute exudative nephritis
95177,1Z1G.00,Chronic kidney disease stage 3B without proteinuria,Renal disease,2,XaO3y,Yaqs9,Chronic kidney disease stage 3B without proteinuria
47922,K01x000,Nephrotic syndrome in amyloidosis,Renal disease,2,K01x0,Y31d0,Nephrotic syndrome in amyloidosis
28158,TB11.00,"Kidney dialysis with complication, without blame",Renal disease,2,TB11.,Y74u7,"Kidney dialysis with complication, without blame"
85659,K0A2800,IgA nephropathy,Renal disease,2,X30IQ,Y31ee,IgA nephropathy
83513,7L1C.00,Placement other apparatus for compensation for renal failure,Renal disease,2,7L1C.,Y429o,Placement other apparatus for compensation for renal failure
104201,SP08H00,Acute rejection of renal transplant,Renal disease,2,X30MT,Y31li,Acute rejection of renal transplant
22852,K015.00,"Nephrotic syndrome, focal and segmental glomerular lesions",Renal disease,2,K015.,YMAm8,"Nephrotic syndrome, focal and segmental glomerular lesions"
57072,K032500,Other familial glomerulonephritis,Renal disease,2,K0325,Y31fL,Other familial glomerulonephritis
102947,K13yB00,Ischaemic nephropathy,Renal disease,2,XaXYe,YauMg,Ischaemic nephropathy
97734,K0A1100,Rapid progres nephritic syn focal+segmental glomerulr lesion,Renal disease,2,K0A11,YMAmI,Rapid progres nephritic syn focal+segmental glomerulr lesion
62980,K0A5X00,"Hereditary nephropathy, unspecif morphological changes",Renal disease,2,K0A5X,00I4j,"Hereditary nephropathy, unspecif morphological changes"
71271,9Ot..00,Chronic kidney disease monitoring administration,Renal disease,2,XaMFs,YapQ4,Chronic kidney disease monitoring administration
44055,K03yz00,Other nephritis and nephrosis NOS,Renal disease,2,K03yz,Y31c0,Other nephritis and nephrosis NOS
49235,A160200,Tuberculous pyelonephritis,Renal disease,2,A1602,Y71Ji,Tuberculous pyelonephritis
27335,K03y000,Other nephritis and nephrosis in diseases EC,Renal disease,2,K03y0,Y31c3,Other nephritis and nephrosis in diseases EC
41676,K034.00,Renal cortical necrosis unspecified,Renal disease,2,K034.,Y31fs,Renal cortical necrosis unspecified
21989,K019.00,"Nephrotic syn,diffuse mesangiocapillary glomerulonephritis",Renal disease,2,K019.,YMAmC,"Nephrotic syn,diffuse mesangiocapillary glomerulonephritis"
55389,K0A0300,"Acut neph syn, diffuse mesangial prolifrative glomnephritis",Renal disease,2,K0A03,YMAmS,"Acut neph syn, diffuse mesangial prolifrative glomnephritis"
5291,K031.00,Membranous nephritis unspecified,Renal disease,2,K031.,Y31bs,Membranous nephritis unspecified
51113,K0A5000,"Hereditary nephropathy NEC, minor glomerular abnormality",Renal disease,2,K0A50,YMAmp,"Hereditary nephropathy NEC, minor glomerular abnormality"
21297,K0A3.00,Chronic nephritic syndrome,Renal disease,2,K0A3.,YMAmW,Chronic nephritic syndrome
69266,TA22000,Failure of sterile precautions during kidney dialysis,Renal disease,2,TA220,Y74sb,Failure of sterile precautions during kidney dialysis
104719,Z1A1.00,Peritoneal dialysis training,Renal disease,2,X71Fn,Y7511,Peritoneal dialysis training
95122,1Z1H.00,Chronic kidney disease stage 4 with proteinuria,Renal disease,2,XaO3z,YaqsB,Chronic kidney disease stage 4 with proteinuria
43611,K0A4.00,Isolated proteinuria with specified morphological lesion,Renal disease,2,K0A4.,YMAnM,Isolated proteinuria with specified morphological lesion
34637,K080z00,Renal osteodystrophy NOS,Renal disease,2,K080z,Y70hw,Renal osteodystrophy NOS
35235,K04y.00,Other acute renal failure,Renal disease,2,K04y.,Y31fj,Other acute renal failure
44424,G852.00,Oesophageal varices in diseases EC,Moderate or severe liver disease,3,G852.,Y20MG,Oesophageal varices in diseases EC
62582,G852z00,Oesophageal varices in diseases EC NOS,Moderate or severe liver disease,3,G852z,Y20MJ,Oesophageal varices in diseases EC NOS
43404,7609300,Local ligation of oesophageal varices,Moderate or severe liver disease,3,76093,Y21UC,Local ligation of oesophageal varices
26319,G852200,Oesophageal varices in cirrhosis of the liver,Moderate or severe liver disease,3,XaBM6,Yaafr,Oesophageal varices in cirrhosis of the liver
96756,G852000,Oesophageal varices with bleeding in diseases EC,Moderate or severe liver disease,3,G8520,Y20MH,Oesophageal varices with bleeding in diseases EC
8363,G852300,Oesophageal varices in alcoholic cirrhosis of the liver,Moderate or severe liver disease,3,XaC1d,YabVx,Oesophageal varices in alcoholic cirrhosis of the liver
24220,7609,Open operations on oesophageal varices,Moderate or severe liver disease,3,7609,Y21UA,Open operations on oesophageal varices
105611,Gyu9400,[X]Oesophageal varices in diseases classified elsewhere,Moderate or severe liver disease,3,Gyu94,YMAIg,[X]Oesophageal varices in diseases classified elsewhere
69053,A702.00,Viral hepatitis B with coma,Moderate or severe liver disease,3,A702.,Y30Ln,Viral hepatitis B with coma
107975,7609y00,Other specified open operation on oesophageal varices,Moderate or severe liver disease,3,XE0CP,Y21U7,Other specified open operation on oesophageal varices
55962,A700.00,Viral hepatitis A with coma,Moderate or severe liver disease,3,A700.,Y30Lk,Viral hepatitis A with coma
1641,G85..11,Oesophageal varices,Moderate or severe liver disease,3,X2063,Y20MD,Oesophageal varices
23511,J622.00,Hepatic coma,Moderate or severe liver disease,3,XE0bB,Y00hD,Hepatic coma
20233,7609z00,Open operation on oesophageal varices NOS,Moderate or severe liver disease,3,7609z,Y21U6,Open operation on oesophageal varices NOS
